variable,label,unique_values,variable_type
m5a5c04,A5C. Age of household member,66,continuous
m5a5c04a,A5C2. Age range of household member,9,categorical
m5a5d04,A5D. Household member's relationship to you,22,categorical
m5a5e04,A5E. Household member currently working,5,categorical
m5a5b05,A5B. Gender of household member,6,categorical
m5a5c05,A5C. Age of household member,61,continuous
m5a5c05a,A5C2. Age range of household member,7,categorical
m5a5d05,A5D. Household member's relationship to you,21,categorical
m5a5e05,A5E. Household member currently working,5,categorical
m5a5b06,A5B. Gender of household member,5,categorical
m5a5c06,A5C. Age of household member,50,continuous
m5a5c06a,A5C2. Age range of household member,6,categorical
m5a5d06,A5D. Household member's relationship to you,19,categorical
m5a5e06,A5E. Household member currently working,5,categorical
m5a5b07,A5B. Gender of household member,5,categorical
m5a5c07,A5C. Age of household member,39,continuous
m5a5c07a,A5C2. Age range of household member,4,categorical
m5a5d07,A5D. Household member's relationship to you,16,categorical
m5a5e07,A5E. Household member currently working,5,categorical
m5a5b08,A5B. Gender of household member,5,categorical
m5a5c08,A5C. Age of household member,26,continuous
m5a5c08a,A5C2. Age range of household member,3,categorical
m5a5d08,A5D. Household member's relationship to you,11,categorical
m5a5e08,A5E. Household member currently working,5,categorical
m5a5b09,A5B. Gender of household member,5,categorical
m5a5c09,A5C. Age of household member,20,continuous
m5a5c09a,A5C2. Age range of household member,3,categorical
m5a5d09,A5D. Household member's relationship to you,13,categorical
m5a5e09,A5E. Household member currently working,5,categorical
m5a5b10,A5B. Gender of household member,5,categorical
m5a5c10,A5C. Age of household member,10,continuous
m5a5c10a,A5C2. Age range of household member,3,categorical
m5a5d10,A5D. Household member's relationship to you,7,categorical
m5a5e10,A5E. Household member currently working,4,categorical
m5a5b11,A5B. Gender of household member,4,categorical
m5a5c11,A5C. Age of household member,8,continuous
m5a5c11a,A5C2. Age range of household member,3,categorical
m5a5d11,A5D. Household member's relationship to you,5,categorical
m5a5e11,A5E. Household member currently working,3,categorical
m5a6,A6. Biological children living apart from you,6,categorical
m5a6a,A6A. Number of biological children living apart from you,13,continuous
m5a6c01,A6C. Age of biological child in A6B,34,continuous
m5a6c02,A6C. Age of biological child in A6B,34,continuous
m5a6c03,A6C. Age of biological child in A6B,34,continuous
m5a6c04,A6C. Age of biological child in A6B,30,continuous
m5a6c05,A6C. Age of biological child in A6B,19,continuous
m5a6c06,A6C. Age of biological child in A6B,15,continuous
m5a6c07,A6C. Age of biological child in A6B,12,continuous
m5a6c08,A6C. Age of biological child in A6B,6,continuous
m5a6c09,A6C. Age of biological child in A6B,3,continuous
m5a6c10,A6C. Age of biological child in A6B,3,continuous
m5a6e,A6E. Biological children who do not live with you all live in same place,6,categorical
m5a6f01,A6F. Who biological child in A6B is currently living with,15,categorical
m5a6f02,A6F. Who biological child in A6B is currently living with,15,categorical
m5a6f03,A6F. Who biological child in A6B is currently living with,9,unknown
m5a7,A7. Any children that have died,4,categorical
m5a7a,A7A. Number of children who died,7,continuous
m5a8,A8. Confirm number of biological children.,4,categorical
m5a8a,A8A. Number of biological children in total,13,continuous
m5a8a2,A8A2. Correct the number of biological children living with you or elsewhere.,2,categorical
m5a8b01,A8B. First name of father of biological child n,7,categorical
m5a8f01,A8F. Your relationship with the father at biological child's birth,12,categorical
m5a8b02,A8B. First name of father of biological child n,8,categorical
m5a8f02,A8F. Your relationship with the father at biological child's birth,13,categorical
m5a8b03,A8B. First name of father of biological child n,8,categorical
m5a8f03,A8F. Your relationship with the father at biological child's birth,13,categorical
m5a8b04,A8B. First name of father of biological child n,8,categorical
m5a8f04,A8F. Your relationship with the father at biological child's birth,12,categorical
m5a8b05,A8B. First name of father of biological child n,8,categorical
m5a8f05,A8F. Your relationship with the father at biological child's birth,11,categorical
m5a8b06,A8B. First name of father of biological child n,8,categorical
m5a8f06,A8F. Your relationship with the father at biological child's birth,11,categorical
m5a8b07,A8B. First name of father of biological child n,9,categorical
m5a8f07,A8F. Your relationship with the father at biological child's birth,9,categorical
m5a8b08,A8B. First name of father of biological child n,6,categorical
m5a8f08,A8F. Your relationship with the father at biological child's birth,9,categorical
m5a8b09,A8B. First name of father of biological child n,6,categorical
m5a8f09,A8F. Your relationship with the father at biological child's birth,7,categorical
m5a8b10,A8B. First name of father of biological child n,4,categorical
m5a8f10,A8F. Your relationship with the father at biological child's birth,5,categorical
m5a10,A10. Number of romantic relationships you had that lasted at least 1 month,7,categorical
m5a101,A101. Number of romantic relationships you had that lasted at least 1 month,10,continuous
m5a10a,A10A. Number range of romantic relationships you had that lasted at least 1 mont,7,categorical
m5a11,A11. Lived together with partner(s) for one month or more,5,categorical
m5a11a,A11A. Number of different partners you lived with for one month or more,6,continuous
m5a11b,A11B. Married any of these partners,4,categorical
m5b2,B2. Father has seen child in past year,8,categorical
m5b2a,B2A. Number of days father has seen child in past 30 days,34,continuous
m5b2b,B2B. Child stayed overnight with father during last 12 months,6,categorical
m5b2c,B2C. Number of nights child spent with father during last 12 months,92,continuous
m5b2c1,B2C1. Range of nights child spent with father during last 12 months,8,categorical
m5b2e,B2E. Kind of father that father is to child,10,categorical
m5b3,B3. Frequency father spent one or more hours a day with child,10,categorical
m5b3b,B3B. Main reason father doesn't see child more often,20,categorical
m5b4,B4. Ever asked father to spend more time with child,7,categorical
m5b4a,B4A. Ever refused to let father see child,7,categorical
m5b6a,B6A. Father's legal paternity has been established,6,categorical
m5b6a1,B6A1. Primary reason that legal paternity has not been established,11,categorical
m5b8a,B8A. Have a legal agreement or child support order,7,categorical
m5b8b,B8B. Primary reason that you do not have child support order,13,categorical
m5b8d,B8D. Ever contacted any government agency to find out about child support,7,categorical
m5b9,B9. Month legal agreement first reached,1,categorical
m5b91,B91. Year legal agreement first reached,14,continuous
m5b10a,B10A. Legal agreement for child or for other children as well,4,categorical
m5b11,B11. Any changes to your legal agreement or child support order,7,categorical
m5b11b1,B11B1. Month the original agreement changed,1,categorical
m5b11b2,B11B2. Year the original agreement changed,16,continuous
m5b12,B12. Amount payments are supposed to be per month,1027,categorical
m5b12a,B12A. Amount payments are supposed to be per month,886,continuous
m5b12b,B12B. Unit: Amount payments are supposed to be per month,8,categorical
m5b14,B14. Payments are supposed to be received directly from some source,11,categorical
m5b15,B15. How often father pays on time,10,categorical
m5b16,B16. Amount of child support father has actually paid in last year,8,categorical
m5b16a,B16A. Approximate amount of child support father has actually paid in last year,13,categorical
m5b16b,B16B. Father has given money directly instead of formal child support in past ye,7,categorical
m5b16c,B16C. Amount received directly from father in past year,212,continuous
m5b16d,B16D. Range for amount received directly from father in past year,13,categorical
m5b17,B17. Father has arrears on child support that he is supposed to pay,7,categorical
m5b17a,B17A. Amount of arrears on child support,435,continuous
m5b17b,B17B. Range for amount of arrears on child support,13,categorical
m5b17c,B17C. Action has been taken by government to get father to pay what he owes,6,categorical
m5b18a,B18A. Child support agreement specifies something about father's visits,7,categorical
m5b18b,B18B. Days per month child is supposed to spend with father,9,categorical
m5b18c,B18C. Days per month child is supposed to spend with father,23,continuous
m5b21,B21. Father paid anything toward child's support in past 12 months,7,categorical
m5b21a,B21A. Amount received from father in past 12 months,197,continuous
m5b21b,B21B. Range for amount received from father in past 12 months,13,categorical
m5b22a,B22A. How often father buys clothes for child,9,categorical
m5b22b,B22B. How often father buys toys for child,9,categorical
m5b22c,B22C. How often father buys medicine for child,9,categorical
m5b22d,B22D. How often father buys food for child,9,categorical
m5b22e,B22E. How often father buys camp or school tuition for child,9,categorical
m5b22f,B22F. How often father buys school supplies for child,9,categorical
m5b22g,B22G. How often father buys entertainment items for child,9,categorical
m5b22h,B22H. How often father buys personal items for child,9,categorical
m5b22i,B22I. How often father buys anything else for child,9,categorical
m5b23,B23. Father had children with another woman since last interview,7,categorical
m5b24,B24. Number of children father had with another woman since last interview,13,continuous
m5b24a,B24A. Father lives with children he had with another woman,6,categorical
m5b25,B25. Father pays child support for children with other woman,7,categorical
m5b27,B27. Father lives with or is married to another woman,7,categorical
m5b28a,B28A. Approximate miles father lives from your home,10,categorical
m5b29,B29. What father was doing most of last week,1,categorical
m5b30,B30. Father has spent any time in jail,8,categorical
m5b30c,B30C. How long did he spend in (jail/prison)?,35,continuous
m5b30c1,B30C1. Unit: Time father spent in jail/prison,8,categorical
m5b30d1,B30D1. Month father went to jail/prison,1,categorical
m5b30d2,B30D2. Year father went to jail/prison,9,continuous
m5b30e1,B30E1. Month father will be released from jail/prison,1,categorical
m5b30e2,B30E2. Year father will be released from jail/prison,8,continuous
m5b31,B31. Father has physical or mental health conditions that limit work,7,categorical
m5b31a,B31A. Doctor or health professional told father he has/had asthma,7,categorical
m5b32,B32. Father has problems because of alcohol or drug use,7,categorical
m5c1,C1. Mother's relationship with father,11,categorical
m5c1a,C1A. How important that fathers provide regular financial support,8,categorical
m5c1b,C1B. How important that fathers teach children about life,8,categorical
m5c1c,C1C. How important that fathers provide direct care,8,categorical
m5c1d,C1D. How important that fathers show love and affection,8,categorical
m5c1e,C1E. How important that fathers provide protection,8,categorical
m5c1f,C1F. How important that fathers serve as an authority figure,8,categorical
m5c2a,"C2A. When father is with child, he acts like father you want for child",9,categorical
m5c2b,C2B. You can trust father to take good care of child,9,categorical
m5c2c,C2C. He respects the schedules and rules you make for child,9,categorical
m5c2d,C2D. He supports you in the way you want to raise child,9,categorical
m5c2e,C2E. You and father talk about problems that come up with raising child,9,categorical
